,地區,姓名,號次,性別,出生年次,參選年齡,推薦政黨,得票數,得票率,當選註記,是否現任,,
第六屆(2004),臺北市第1選舉區,林正修,2,男,1967,37,無,19512,3.20%,,否,,
第六屆(2004),臺北市第1選舉區,陳建銘,13,男,1967,37,建國黨,925,0.15%,,否,,
第六屆(2004),臺中縣選舉區,林振昌,1,男,1967,37,無,490,0.08%,,否,,
第六屆(2004),雲林縣選舉區,吳炳輝,17,男,1967,37,無,487,0.14%,,否,,
第六屆(2004),臺中市選舉區,林佩樂,13,女,1967,37,無黨團結聯盟,7344,1.84%,,否,,
第六屆(2004),臺北縣第2選區,黃劍輝,14,男,1965,39,民主進步黨,35989,6.55%,*,否,,
第六屆(2004),彰化縣選舉區,卓伯源,4,男,1965,39,中國國民黨,40309,6.27%,*,是,,
第六屆(2004),嘉義縣選舉區,林國慶,9,男,1965,39,民主進步黨,37602,15.02%,*,否,,
第六屆(2004),高雄縣選舉區,陳啟昱,16,男,1965,39,民主進步黨,53848,9.88%,*,否,,
第六屆(2004),全國（山原）,高金素梅,5,女,1965,39,無,16284,19.96%,*,是,,
第六屆(2004),臺北市第2選舉區,王芳萍,14,女,1966,38,無,583,0.10%,,否,,
第六屆(2004),臺北縣第3選區,周雅淑,3,女,1966,38,民主進步黨,30138,5.67%,,是,,
第六屆(2004),新竹市選舉區,楊志強,8,男,1966,38,無,1243,0.85%,,否,,
第六屆(2004),臺南市選舉區,曾文宏,4,男,1966,38,無,192,0.06%,,否,,
第六屆(2004),臺北市第1選舉區,李永萍,7,女,1964,40,親民黨,51087,8.38%,*,是,,
第六屆(2004),高雄市第1選區,李昆澤,4,男,1964,40,民主進步黨,55126,15.16%,*,否,,
第六屆(2004),臺中縣選舉區,楊瓊瓔,17,女,1964,40,中國國民黨,43134,6.82%,*,是,,
第六屆(2004),雲林縣選舉區,張麗善,8,女,1964,40,無,51436,14.70%,*,否,,
第六屆(2004),臺北市第2選舉區,吉立豪,23,男,1965,39,無,75,0.01%,,否,,
第六屆(2004),花蓮縣選舉區,王廷升,1,男,1965,39,無,22699,23.70%,,否,,
第六屆(2004),花蓮縣選舉區,鍾逸文,2,男,1965,39,無,12184,12.72%,,否,,
第六屆(2004),嘉義市選舉區,凌子楚,1,男,1965,39,台灣團結聯盟,24211,23.46%,,否,,
第六屆(2004),高雄市第1選區,張顯耀,2,男,1963,41,親民黨,54942,15.11%,*,否,,
第六屆(2004),臺北縣第2選區,朱俊曉,8,男,1963,41,中國國民黨,48874,8.89%,*,否,,
第六屆(2004),彰化縣選舉區,魏明谷,2,男,1963,41,民主進步黨,35003,5.44%,*,是,,
第六屆(2004),雲林縣選舉區,許舒博,6,男,1963,41,中國國民黨,39233,11.21%,*,是,,
第六屆(2004),臺南縣選舉區,黃偉哲,15,男,1963,41,民主進步黨,43505,8.56%,*,否,,
第六屆(2004),高雄縣選舉區,余政道,6,男,1963,41,民主進步黨,33965,6.23%,*,是,,
第六屆(2004),屏東縣選舉區,潘孟安,7,男,1963,41,民主進步黨,53583,13.61%,*,否,,
第六屆(2004),雲林縣選舉區,蔡桓生,13,男,1964,40,無,658,0.19%,,否,,
第六屆(2004),基隆市選舉區,呂美玲,4,女,1964,40,無,6257,4.15%,,否,,
第六屆(2004),花蓮縣選舉區,傅崑萁,3,男,1962,42,親民黨,28761,30.03%,*,是,,
第六屆(2004),臺北市第2選舉區,段宜康,9,男,1963,41,民主進步黨,32522,5.53%,,是,,
第六屆(2004),臺北縣第3選區,楊士興,6,男,1963,41,無,400,0.08%,,否,,
第六屆(2004),桃園縣選舉區,甘國秀,24,男,1963,41,無,926,0.13%,,否,,
第六屆(2004),屏東縣選舉區,洪輝祥,6,男,1963,41,無,3046,0.77%,,否,,
第六屆(2004),臺北市第2選舉區,郭正亮,8,男,1961,43,民主進步黨,35834,6.09%,*,是,,
第六屆(2004),宜蘭縣選舉區,陳金德,1,男,1961,43,民主進步黨,39331,21.30%,*,是,,
第六屆(2004),新竹縣選舉區,林為洲,2,男,1961,43,民主進步黨,39242,20.84%,*,否,,
第六屆(2004),臺中市選舉區,盧秀燕,7,女,1961,43,中國國民黨,50944,12.79%,*,是,,
第六屆(2004),高雄市第1選區,林誌彬,10,男,1962,42,無,276,0.08%,,否,,
第六屆(2004),臺北縣第3選區,高濟中,17,男,1962,42,無,186,0.04%,,否,,
第六屆(2004),苗栗縣選舉區,謝宏毅,3,男,1962,42,無,367,0.15%,,否,,
第六屆(2004),臺中縣選舉區,莊喬松,4,男,1962,42,無,433,0.07%,,否,,
第六屆(2004),臺中縣選舉區,施重光,5,男,1962,42,無,367,0.06%,,否,,
第六屆(2004),臺南縣選舉區,郭添財,7,男,1962,42,中國國民黨,34555,6.80%,,是,,
第六屆(2004),高雄縣選舉區,蔡上正,4,男,1962,42,無,11548,2.12%,,否,,
第六屆(2004),臺中市選舉區,劉士州,14,男,1962,42,無,687,0.17%,,否,,
第六屆(2004),臺中市選舉區,蘇雲華,16,男,1962,42,無,570,0.14%,,否,,
第六屆(2004),臺南市選舉區,梁聰榮,6,男,1962,42,無,471,0.15%,,否,,
第六屆(2004),臺北市第2選舉區,王世堅,30,男,1960,44,民主進步黨,65027,11.05%,*,否,,
第六屆(2004),臺中縣選舉區,紀國棟,7,男,1960,44,中國國民黨,43617,6.90%,*,是,,
第六屆(2004),臺中縣選舉區,顏清標,19,男,1960,44,無黨團結聯盟,46111,7.29%,*,是,,
第六屆(2004),臺南縣選舉區,葉宜津,3,女,1960,44,民主進步黨,33724,6.64%,*,是,,
第六屆(2004),臺南縣選舉區,李全教,11,男,1960,44,中國國民黨,48706,9.58%,*,是,,
第六屆(2004),屏東縣選舉區,廖婉汝,8,女,1960,44,中國國民黨,50923,12.93%,*,是,,
第六屆(2004),臺南市選舉區,唐碧娥,8,女,1960,44,民主進步黨,51422,16.23%,*,是,,
第六屆(2004),臺北市第1選舉區,陳建銘,9,男,1961,43,台灣團結聯盟,33861,5.56%,,是,,
第六屆(2004),臺北市第1選舉區,毋詩茜,10,女,1961,43,無,439,0.07%,,否,,
第六屆(2004),桃園縣選舉區,林逸青,8,女,1961,43,無,3179,0.43%,,否,,
第六屆(2004),桃園縣選舉區,賴注醒,16,男,1961,43,無,933,0.13%,,否,,
第六屆(2004),臺中縣選舉區,林樵鋒,11,男,1961,43,工教聯盟,3176,0.50%,,否,,
第六屆(2004),臺北市第2選舉區,李慶安,12,女,1959,45,親民黨,37035,6.30%,*,是,,
第六屆(2004),臺北縣第2選區,李鴻鈞,19,男,1959,45,親民黨,39441,7.18%,*,是,,
第六屆(2004),臺南縣選舉區,李俊毅,12,男,1959,45,民主進步黨,47177,9.28%,*,是,,
第六屆(2004),臺東縣選舉區,黃健庭,1,男,1959,45,中國國民黨,38178,61.59%,*,是,,
第六屆(2004),嘉義市選舉區,黃敏惠,3,女,1959,45,中國國民黨,47308,45.84%,*,是,,
第六屆(2004),臺南市選舉區,賴清德,11,男,1959,45,民主進步黨,45997,14.51%,*,是,,
第六屆(2004),臺北縣第2選區,劉ㄧ德,2,男,1960,44,台灣團結聯盟,27691,5.04%,,否,,
第六屆(2004),桃園縣選舉區,李月琴,12,女,1960,44,民主進步黨,30670,4.16%,,否,,
第六屆(2004),新竹縣選舉區,張學舜,3,男,1960,44,民主進步黨,30243,16.06%,,是,,
第六屆(2004),苗栗縣選舉區,藍博洲,5,男,1960,44,無,2953,1.23%,,否,,
第六屆(2004),彰化縣選舉區,柯金德,6,男,1960,44,民主進步黨,33418,5.20%,,否,,
第六屆(2004),臺東縣選舉區,靳意芳,3,女,1960,44,無,259,0.42%,,否,,
第六屆(2004),新竹市選舉區,廖宏祥,3,男,1960,44,台灣團結聯盟,27568,18.75%,,否,,
第六屆(2004),臺中市選舉區,魏瑞洲,6,男,1960,44,無,282,0.07%,,否,,
第六屆(2004),嘉義市選舉區,張孟崇,4,男,1960,44,無黨團結聯盟,495,0.48%,,否,,
第六屆(2004),金門縣選舉區,李成義,1,男,1960,44,無黨團結聯盟,5544,24.70%,,否,,
第六屆(2004),臺北市第1選舉區,徐國勇,16,男,1958,46,民主進步黨,42784,7.02%,*,否,,
第六屆(2004),臺北縣第1選區,李文忠,2,男,1958,46,民主進步黨,37216,8.62%,*,是,,
第六屆(2004),臺北縣第1選區,周錫瑋,8,男,1958,46,親民黨,51767,11.99%,*,是,,
第六屆(2004),臺北縣第2選區,吳育昇,9,男,1958,46,中國國民黨,73164,13.31%,*,否,,
第六屆(2004),臺北縣第2選區,曹來旺,12,男,1958,46,民主進步黨,42411,7.72%,*,否,,
第六屆(2004),臺北縣第3選區,雷倩,15,女,1958,46,中國國民黨,72467,13.64%,*,否,,
第六屆(2004),臺中縣選舉區,江連福,6,男,1958,46,中國國民黨,47534,7.52%,*,否,,
第六屆(2004),彰化縣選舉區,林滄敏,3,男,1958,46,中國國民黨,60355,9.39%,*,否,,
第六屆(2004),臺北市第2選舉區,梁熾誠,29,男,1959,45,無,87,0.01%,,否,,
第六屆(2004),臺北縣第2選區,邵建興,11,男,1959,45,無,226,0.04%,,否,,
第六屆(2004),臺北縣第3選區,張通賢,8,男,1959,45,無,257,0.05%,,否,,
第六屆(2004),桃園縣選舉區,陳宗義,3,男,1959,45,民主進步黨,29137,3.95%,,是,,
第六屆(2004),臺南縣選舉區,郭秀珠,8,女,1959,45,無,19318,3.80%,,否,,
第六屆(2004),高雄縣選舉區,林志隆,10,男,1959,45,台灣團結聯盟,27297,5.01%,,是,,
第六屆(2004),屏東縣選舉區,藍群傑,9,男,1959,45,台灣團結聯盟,37383,9.49%,,否,,
第六屆(2004),新竹市選舉區,曾如美,4,女,1959,45,無,1028,0.70%,,否,,
第六屆(2004),新竹市選舉區,高正忠,5,男,1959,45,無,3127,2.13%,,否,,
第六屆(2004),雲林縣選舉區,林樹山,10,男,1958,46,民主進步黨,38313,10.95%,*,否,,
第六屆(2004),屏東縣選舉區,蔡豪,5,男,1958,46,無黨團結聯盟,50029,12.71%,*,是,,
第六屆(2004),臺中市選舉區,蔡錦隆,8,男,1958,46,中國國民黨,67711,17.01%,*,否,,
第六屆(2004),臺中市選舉區,何敏豪,12,男,1958,46,台灣團結聯盟,34565,8.68%,*,是,,
第六屆(2004),臺北市第2選舉區,潘維剛,18,女,1957,47,中國國民黨,41531,7.06%,*,否,,
第六屆(2004),高雄市第2選區,羅志明,5,男,1957,47,台灣團結聯盟,35554,13.05%,*,是,,
第六屆(2004),臺北市第2選舉區,黃富義,2,男,1958,46,無,275,0.05%,,否,,
第六屆(2004),高雄市第1選區,蘇盈貴,6,男,1958,46,無,19953,5.49%,,是,,
第六屆(2004),臺北縣第3選區,陳永福,14,男,1958,46,台灣團結聯盟,28413,5.35%,,否,,
第六屆(2004),臺北縣第3選區,蘇惠珍,19,女,1958,46,無,1359,0.26%,,否,,
第六屆(2004),臺中縣選舉區,張錦湖,22,男,1958,46,台灣團結聯盟,15390,2.43%,,否,,
第六屆(2004),彰化縣選舉區,謝章捷,5,男,1958,46,親民黨,34723,5.40%,,是,,
第六屆(2004),雲林縣選舉區,侯惠仙,11,女,1958,46,中國國民黨,18021,5.15%,,否,,
第六屆(2004),臺南縣選舉區,李錚玲,9,女,1958,46,親民黨,25062,4.93%,,否,,
第六屆(2004),臺南縣選舉區,曾信超,10,男,1958,46,台灣團結聯盟,26066,5.13%,,否,,
第六屆(2004),臺中市選舉區,何文海,15,男,1958,46,無,6464,1.62%,,否,,
第六屆(2004),金門縣選舉區,翁明志,3,男,1958,46,民主進步黨,1329,5.92%,,否,,
第六屆(2004),臺北縣第1選區,李嘉進,4,男,1957,47,中國國民黨,49955,11.57%,*,是,,
第六屆(2004),臺北縣第3選區,趙永清,4,男,1957,47,民主進步黨,47618,8.96%,*,是,,
第六屆(2004),桃園縣選舉區,彭紹瑾,15,男,1957,47,民主進步黨,48192,6.54%,*,否,,
第六屆(2004),桃園縣選舉區,楊麗環,28,女,1957,47,中國國民黨,38744,5.26%,*,是,,
第六屆(2004),臺中縣選舉區,徐中雄,10,男,1957,47,中國國民黨,38362,6.07%,*,是,,
第六屆(2004),彰化縣選舉區,陳 杰,15,男,1957,47,中國國民黨,48478,7.54%,*,是,,
第六屆(2004),雲林縣選舉區,尹伶瑛,18,女,1957,47,台灣團結聯盟,33053,9.45%,*,否,,
第六屆(2004),高雄縣選舉區,徐志明,2,男,1957,47,民主進步黨,34366,6.30%,*,是,,
第六屆(2004),屏東縣選舉區,林育生,3,男,1957,47,民主進步黨,40187,10.21%,*,是,,
第六屆(2004),臺中市選舉區,沈智慧,3,女,1957,47,親民黨,34726,8.72%,*,是,,
第六屆(2004),金門縣選舉區,吳成典,2,男,1957,47,新黨,12137,54.07%,*,是,,
第六屆(2004),全國（山原）,孔文吉,7,男,1957,47,中國國民黨,17307,21.21%,*,否,,
第六屆(2004),臺北市第2選舉區,陳學聖,25,男,1957,47,中國國民黨,30862,5.25%,,是,,
第六屆(2004),臺北縣第3選區,戴昌琛,9,男,1957,47,無,121,0.02%,,否,,
第六屆(2004),宜蘭縣選舉區,鄭美蘭,3,女,1957,47,親民黨,33212,17.99%,,是,,
第六屆(2004),桃園縣選舉區,王學慧,26,女,1957,47,臺灣慧行志工黨,820,0.11%,,否,,
第六屆(2004),彰化縣選舉區,瞿亞文,19,男,1957,47,無,2305,0.36%,,否,,
第六屆(2004),高雄市第1選區,管碧玲,1,女,1956,48,民主進步黨,46651,12.83%,*,否,,
第六屆(2004),高雄市第2選區,邱毅,4,男,1956,48,親民黨,40551,14.88%,*,是,,
第六屆(2004),臺北縣第1選區,廖本煙,11,男,1956,48,台灣團結聯盟,32204,7.46%,*,是,,
第六屆(2004),臺北縣第2選區,陳景峻,1,男,1956,48,民主進步黨,31857,5.80%,*,是,,
第六屆(2004),臺北縣第2選區,蔡家福,4,男,1956,48,中國國民黨,34486,6.28%,*,是,,
第六屆(2004),桃園縣選舉區,陳根德,6,男,1956,48,中國國民黨,44763,6.07%,*,是,,
第六屆(2004),彰化縣選舉區,邱創進,7,男,1956,48,民主進步黨,35112,5.46%,*,是,,
第六屆(2004),彰化縣選舉區,陳朝容,10,男,1956,48,親民黨,39644,6.17%,*,否,,
第六屆(2004),彰化縣選舉區,楊宗哲,17,男,1956,48,無,35941,5.59%,*,否,,
第六屆(2004),南投縣選舉區,湯火聖,7,男,1956,48,民主進步黨,33074,15.33%,*,是,,
第六屆(2004),臺南縣選舉區,鄭國忠,4,男,1956,48,民主進步黨,50861,10.01%,*,是,,
第六屆(2004),高雄縣選舉區,鍾紹和,7,男,1956,48,親民黨,36405,6.68%,*,是,,
第六屆(2004),臺北市第1選舉區,柯賜海,5,男,1956,48,無,3998,0.66%,,否,,
第六屆(2004),臺北市第1選舉區,許淵國,20,男,1956,48,親民黨,13358,2.19%,,是,,
第六屆(2004),高雄市第1選區,梅再興,8,男,1956,48,無黨團結聯盟,2702,0.74%,,否,,
第六屆(2004),臺北縣第1選區,蕭貫譽,7,男,1956,48,台灣團結聯盟,24294,5.63%,,否,,
第六屆(2004),基隆市選舉區,王東暉,5,男,1956,48,台灣團結聯盟,21370,14.18%,,否,,
第六屆(2004),高雄市第2選區,郭玟成,3,男,1955,49,民主進步黨,33033,12.12%,*,是,,
第六屆(2004),臺北縣第1選區,林鴻池,3,男,1955,49,中國國民黨,54000,12.51%,*,否,,
第六屆(2004),臺北縣第1選區,王淑慧,9,女,1955,49,民主進步黨,32913,7.63%,*,是,,
第六屆(2004),臺北縣第1選區,莊碩漢,14,男,1955,49,民主進步黨,52534,12.17%,*,否,,
第六屆(2004),苗栗縣選舉區,徐耀昌,6,男,1955,49,親民黨,44315,18.48%,*,是,,
第六屆(2004),臺中縣選舉區,郭俊銘,20,男,1955,49,民主進步黨,35450,5.61%,*,是,,
第六屆(2004),嘉義縣選舉區,翁重鈞,11,男,1955,49,中國國民黨,66425,26.54%,*,否,,
第六屆(2004),全國（平原）,廖國棟,6,男,1955,49,中國國民黨,13304,21.04%,*,是,,
第六屆(2004),臺北市第1選舉區,丁守中,18,男,1954,50,中國國民黨,66156,10.86%,*,否,,
第六屆(2004),臺北市第1選舉區,費鴻泰,19,男,1954,50,中國國民黨,40305,6.61%,*,否,,
第六屆(2004),桃園縣選舉區,郭榮宗,19,男,1954,50,民主進步黨,35762,4.85%,*,是,,
第六屆(2004),臺北市第1選舉區,秦慧珠,6,女,1955,49,親民黨,35676,5.85%,,是,,
第六屆(2004),臺北市第1選舉區,許甘霖,17,男,1955,49,無,255,0.04%,,否,,
第六屆(2004),臺北市第2選舉區,李林耀,24,男,1955,49,建國黨,127,0.02%,,否,,
第六屆(2004),臺北縣第1選區,陳誠鈞,6,男,1955,49,無,261,0.06%,,否,,
第六屆(2004),桃園縣選舉區,邱創良,10,男,1955,49,無黨團結聯盟,15689,2.13%,,是,,
第六屆(2004),桃園縣選舉區,余惠南,27,男,1955,49,無,187,0.03%,,否,,
第六屆(2004),臺中縣選舉區,簡肇棟,15,男,1955,49,民主進步黨,28300,4.48%,,是,,
第六屆(2004),南投縣選舉區,林民政,11,男,1955,49,無,6517,3.02%,,否,,
第六屆(2004),雲林縣選舉區,鄭東來,15,男,1955,49,無,5347,1.53%,,否,,
第六屆(2004),臺東縣選舉區,許瑞貴,2,男,1955,49,民主進步黨,23551,37.99%,,否,,
第六屆(2004),新竹市選舉區,趙福龍,1,男,1955,49,無,178,0.12%,,否,,
第六屆(2004),金門縣選舉區,陳清寶,4,男,1955,49,無,3436,15.31%,,否,,
第六屆(2004),苗栗縣選舉區,杜文卿,4,男,1954,50,民主進步黨,41643,17.37%,*,是,,
第六屆(2004),嘉義縣選舉區,蔡啟芳,2,男,1954,50,民主進步黨,37815,15.11%,*,是,,
第六屆(2004),嘉義縣選舉區,張花冠,6,女,1954,50,民主進步黨,37281,14.90%,*,是,,
第六屆(2004),高雄縣選舉區,趙良燕,9,女,1954,50,親民黨,33631,6.17%,*,是,,
第六屆(2004),連江縣選舉區,曹爾忠,1,男,1954,50,無,2504,56.26%,*,否,,
第六屆(2004),臺北市第1選舉區,蔡正元,8,男,1953,51,中國國民黨,45965,7.54%,*,是,,
第六屆(2004),臺北市第1選舉區,高建智,22,男,1953,51,民主進步黨,48624,7.98%,*,否,,
第六屆(2004),高雄市第1選區,曾燦燈,3,男,1953,51,台灣團結聯盟,40326,11.09%,*,否,,
第六屆(2004),高雄市第1選區,林進興,9,男,1953,51,民主進步黨,47299,13.01%,*,是,,
第六屆(2004),臺北市第1選舉區,吳祥輝,3,男,1954,50,無,847,0.14%,,否,,
第六屆(2004),臺北縣第1選區,李勝峰,13,男,1954,50,中國國民黨,27946,6.48%,,否,,
第六屆(2004),臺北縣第2選區,林麗容,5,女,1954,50,無,1075,0.20%,,否,,
第六屆(2004),彰化縣選舉區,江春盛,18,男,1954,50,無,9128,1.42%,,否,,
第六屆(2004),雲林縣選舉區,林明義,12,男,1954,50,無黨團結聯盟,6256,1.79%,,否,,
第六屆(2004),嘉義縣選舉區,簡泰河,7,男,1954,50,中國國民黨,6152,2.46%,,否,,
第六屆(2004),澎湖縣選舉區,高植澎,1,男,1954,50,民主進步黨,14933,39.47%,,否,,
第六屆(2004),全國（山原）,李秀琴,3,女,1954,50,無,216,0.26%,,否,,
第六屆(2004),臺北縣第3選區,林德福,7,男,1953,51,親民黨,41210,7.76%,*,是,,
第六屆(2004),臺北縣第3選區,陳朝龍,18,男,1953,51,民主進步黨,35709,6.72%,*,是,,
第六屆(2004),桃園縣選舉區,李鎮楠,11,男,1953,51,民主進步黨,40513,5.50%,*,是,,
第六屆(2004),臺中縣選舉區,吳富貴,9,男,1953,51,民主進步黨,49468,7.82%,*,否,,
第六屆(2004),臺中市選舉區,黃義交,17,男,1953,51,親民黨,38568,9.69%,*,是,,
第六屆(2004),全國（山原）,曾華德,2,男,1953,51,中國國民黨,13536,16.59%,*,是,,
第六屆(2004),臺北市第2選舉區,龐建國,17,男,1953,51,親民黨,18937,3.22%,,是,,
第六屆(2004),臺北市第2選舉區,劉戡宇,22,男,1953,51,無,132,0.02%,,否,,
第六屆(2004),桃園縣選舉區,張昌財,5,男,1952,52,中國國民黨,38595,5.24%,*,是,,
第六屆(2004),臺南縣選舉區,李和順,14,男,1952,52,無黨團結聯盟,48634,9.57%,*,否,,
第六屆(2004),屏東縣選舉區,鄭朝明,11,男,1952,52,民主進步黨,44691,11.35%,*,是,,
第六屆(2004),高雄市第1選區,林壽山,11,男,1953,51,無,3646,1.00%,,否,,
第六屆(2004),高雄市第2選區,郭金生,7,男,1953,51,無,1024,0.38%,,否,,
第六屆(2004),桃園縣選舉區,陳江順,4,男,1953,51,台灣團結聯盟,17091,2.32%,,否,,
第六屆(2004),南投縣選舉區,徐俊熙,5,男,1953,51,無,233,0.11%,,否,,
第六屆(2004),南投縣選舉區,彭百志,9,男,1953,51,無,3146,1.46%,,否,,
第六屆(2004),嘉義縣選舉區,許能通,8,男,1953,51,無,2342,0.94%,,否,,
第六屆(2004),嘉義縣選舉區,陳明仁,10,男,1953,51,無,8737,3.49%,,否,,
第六屆(2004),臺南縣選舉區,宋煦光,13,女,1953,51,中國國民黨,28743,5.66%,,否,,
第六屆(2004),新竹市選舉區,呂學樟,9,男,1952,52,親民黨,31507,21.43%,*,是,,
第六屆(2004),臺中市選舉區,謝明源,5,男,1952,52,民主進步黨,41483,10.42%,*,是,,
第六屆(2004),臺南市選舉區,林南生,7,男,1952,52,中國國民黨,36930,11.65%,*,是,,
第六屆(2004),全國（平原）,林正二,9,男,1952,52,親民黨,8045,12.72%,*,是,,
第六屆(2004),臺北縣第1選區,張清芳,1,男,1952,52,民主進步黨,32115,7.44%,,是,,
第六屆(2004),臺北市第2選舉區,林郁方,7,男,1951,53,親民黨,48856,8.31%,*,是,,
第六屆(2004),臺北市第2選舉區,賴士葆,11,男,1951,53,中國國民黨,70773,12.03%,*,否,,
第六屆(2004),桃園縣選舉區,羅煥鑪,13,男,1952,52,無黨團結聯盟,15381,2.09%,,否,,
第六屆(2004),桃園縣選舉區,呂志明,23,男,1952,52,親民黨,20616,2.80%,,否,,
第六屆(2004),桃園縣選舉區,黃飛鴻,25,男,1952,52,無,483,0.07%,,否,,
第六屆(2004),高雄縣選舉區,王金雄,15,男,1952,52,無,4780,0.88%,,否,,
第六屆(2004),臺中市選舉區,林忠勝,4,男,1952,52,無,131,0.03%,,否,,
第六屆(2004),臺中市選舉區,倪振聽,10,男,1952,52,無,332,0.08%,,否,,
第六屆(2004),臺南市選舉區,施治明,9,男,1952,52,無黨團結聯盟,14093,4.45%,,否,,
第六屆(2004),全國（平原）,王清堅,5,男,1952,52,無黨團結聯盟,4982,7.88%,,否,,
第六屆(2004),全國（山原）,瓦歷斯．貝林,1,男,1952,52,無黨團結聯盟,9415,11.54%,,是,,
第六屆(2004),全國（山原）,伍新國,4,男,1952,52,無,3145,3.85%,,否,,
第六屆(2004),臺北縣第3選區,張慶忠,16,男,1951,53,中國國民黨,44136,8.31%,*,否,,
第六屆(2004),桃園縣選舉區,彭添富,2,男,1951,53,民主進步黨,37549,5.10%,*,是,,
第六屆(2004),新竹市選舉區,柯建銘,6,男,1951,53,民主進步黨,37841,25.74%,*,是,,
第六屆(2004),臺中市選舉區,王世勛,11,男,1951,53,民主進步黨,54912,13.79%,*,否,,
第六屆(2004),桃園縣選舉區,黃宗源,17,男,1950,54,台灣團結聯盟,32077,4.35%,*,是,,
第六屆(2004),苗栗縣選舉區,何智輝,9,男,1950,54,中國國民黨,50070,20.88%,*,是,,
